id,name,neighborhood,rating,price
7903,"Airy, Bright, Authentic Loft/Artist's space",Bedford-Stuyvesant,5.0,150.0
7904,Luxury Studio Apt 20mins from Manhattan!,Forest Hills,5.0,93.0
7905,Nice 1bedroom Next to Prospect Park,Prospect-Lefferts Gardens,5.0,70.0
7906,Charming Cozy 1bd/1bath Apt - Top Fl of Brownstone,Bedford-Stuyvesant,,150.0
7907,Stunning 3 Bed in SoHo on Spring Street,Greenwich Village,3.5,449.0
7908,"Minimalist Studio in cool Bed-Stuy, Brooklyn",Bedford-Stuyvesant,4.0,130.0
7909,Upper West 3 Bedroom Artistic Apt,Upper West Side,4.0,498.0
7910,Scenic Brooklyn townhouse,Sunset Park,,60.0
7911,"Cozy Apt w/Brooklyn Vibe, 1 block from A/C train!",Bedford-Stuyvesant,4.5,160.0
7912,Sunny One Bedroom Apartment in Prime Bed Stuy,Bedford-Stuyvesant,2.5,115.0
7913,Modern Brooklyn Apartment,Crown Heights,5.0,180.0
7914,25 mins NYC Beautiful 2 Bedroom close to all,Stapleton,5.0,120.0
7915,BRIGHT & BIG 2bed 2bath in luxury amenity building,Midtown,,299.0
7916,Sprawling Beauty + Private Back Yard|,Upper East Side,4.5,935.0
7917,Oversized Modern 2bd Home ⭐in the heart of NYC!,East Harlem,4.0,219.0
7918,One of a Kind luxurious midtown apt,Midtown,4.0,1250.0
7919,# One of a Kind Grand Private Outdoor Patio,Chinatown,5.0,566.0
7920,403 - 1 BR unit in luxury amenity building,Midtown,4.0,150.0
7921,BRAND NEW 2 bedroom apt in Times Square district.,Hells Kitchen,5.0,374.0
7922,Red's cozy corner,Jamaica,4.0,150.0
7923,Entire 1 bedroom Apt in Williamsburg,Williamsburg,4.5,104.0
7924,Owner duplex in Bedstuy Townhouse with full yard,Bedford-Stuyvesant,2.0,155.0
7925,Hideaway in the Heart of Brooklyn,Bedford-Stuyvesant,5.0,50.0
7926,Beautiful one bedroom Apt in the heart of Soho.,Little Italy,5.0,219.0
7927,Oasis Workspace Apartment in The Bustling Bronx,Tremont,,130.0
7928,Beautiful 1-bedroom in LES.,Lower East Side,5.0,150.0
7929,Your Next Vacation Should be Here...Walk to TimeSq,Hells Kitchen,2.6666666666666665,415.0
7930,20-1 Quality Cribs,Far Rockaway,5.0,196.0
7931,"Highly Disinfected | Perfectly Located Near Restaurants, Shops, & Sites",Hells Kitchen,,447.0
7932,Beautiful Brownstone Just Steps From Central Park,Upper West Side,3.333333333333333,203.0
7933,"2 Bedroom Apartment in Park Slope, Brooklyn",South Slope,4.0,225.0
7934,Upper W. Side 1BR w/ W/D nr Lincon Center,Upper West Side,4.5,423.0
7935,1 bedroom apt brand new renovated in NYC,Washington Heights,4.0,80.0
7936,"Sunlit, spacious & lovely 2BR Brooklyn apartment",Bedford-Stuyvesant,4.333333333333333,119.0
7937,No longer available,Upper West Side,5.0,300.0
7938,Luxury & Spacious 2-Bedroom Apt in Downtown,Financial District,4.5,435.0
7939,SUNNY 2 BEDROOMS IN BEST LOCATION WILLIAMSBURG!!,Williamsburg,5.0,249.0
7940,Newly Renovated Duplex Apartment 2,Bedford-Stuyvesant,4.0,481.0
7941,UES Chic Manhattan Home,East Harlem,4.666666666666667,549.0
7942,Calming & Bright 1 BR Apt in Harlem 270 5R-F,Harlem,4.0,93.0
7943,"West Village Gorgeous, Modern 4 Beds 4 Baths #6103",Greenwich Village,4.666666666666667,375.0
7944,1600ft TriBeCa Townhouse | Luxury & Spacious,Tribeca,4.0,1284.0
7945,Stunningly Classic 3 Bedroom Apartment in SoHo!,Lower East Side,4.0,389.0
7946,Charming and Sleek SoHo 3 Bedroom Apartment!,Nolita,,403.0
7947,"*NEW* Modern 3 Bed Apt. Maspeth, Queens w/parking",Maspeth,,220.0
7948,Nolita Apt W/ Exposed Brick & Short Walk 2 Subway,Nolita,5.0,383.0
7949,Prime East Village Apt. (1 Full BR and Bathroom),East Village,,219.0
7950,Absolutely Beautiful Nolita 3 Bedroom Apartment!!,Nolita,1.0,348.0
7951,"Gorgeous Apt in SoHo,Available to Summer Interns!",Lower East Side,5.0,369.0
7952,Beautiful 3 Bedroom In Nolita!!,Nolita,5.0,354.0
7953,"Amazing bright 4 bedrooms 4 bathrooms apartment,",Sunset Park,,390.0
7954,Stylish 2 Bedroom in Beautiful Brownstone,Bedford-Stuyvesant,4.0,180.0
7955,Luxurious NYC Townhouse with Garden,Ditmars Steinway,3.0,333.0
7956,"Min from Barclay Ctr, museums, shopping mall, etc.",East Flatbush,4.0,116.0
7957,5 min to subway in friendly and hip neighborhood,Bushwick,5.0,80.0
7958,ThomBoy Retreats/Feels like home! Close to all!,Crown Heights,5.0,85.0
7959,"The Milestone,  a hidden gem in Queens!",Queens Village,4.0,170.0
7960,Live like Brooklyn local w/ comfort & style.,Bedford-Stuyvesant,,170.0
7961,"Sunny 1BR/1.5BA in the UES, 1 block to subway!",Upper East Side,,125.0
7962,Huge Sun-lit Artist Loft in Bushwick,Williamsburg,4.5,95.0
7963,New York City views one stop away from Midtown,Long Island City,1.0,293.0
7964,🌿 Super cozy private apartment near JFK.,Springfield Gardens,5.0,80.0
7965,Beautiful Astoria 3 Bedroom (10 Min to Manhattan),Long Island City,5.0,345.0
7966,Center of Manhattan. Nice apt with 2 bedrooms.,Murray Hill,2.0,160.0
7967,Beautiful Chic 2 bedroom Apt near Major Trains,East New York,5.0,170.0
7968,Gorgeous 1BR in the heart of Chelsea,Chelsea,5.0,225.0
7969,Cozy Apartment in Quiet Neighborhood,Throgs Neck,4.0,150.0
7970,"SANITIZED SANCTUARY, Greenwich Village/SOHO",Greenwich Village,4.0,207.0
7971,"Modern, newly renovated East Village Apartment",East Village,,200.0
7972,Brooklyn Oasis,Williamsburg,4.0,357.0
7973,Room in 4BR/1BA Apt 6 mins 69 St station (7 train),Woodside,5.0,65.0
7974,Apartment with basement private entrance,Canarsie,4.0,176.0
7975,Large East Williamsburg Apt - Full Apt,Williamsburg,,215.0
7976,Spacious 2 Bedroom Apartment in South Slope,Sunset Park,3.0,190.0
7977,Huge bohemian loft apartment with garden vibes,Williamsburg,4.6,183.0
7978,2br near Central Park and Times Square_2,Hells Kitchen,4.0,330.0
7979,"Townhome + Backyard in Bedstuy, Brooklyn",Bedford-Stuyvesant,3.6666666666666665,140.0
7980,Green Oasis in East Williamsburg,Williamsburg,3.5,150.0
7981,★ RENOVATED 2 BEDROOM APT ON CENTRAL PARK WEST★,Upper West Side,4.0,262.0
7982,Clinton Hill 1br Oasis near Subways,Clinton Hill,,155.0
7983,Sunny Pre-war gem close to Manhattan and LGA,Sunnyside,3.0,275.0
7984,"TriBeCa Loft - classic open layout, high ceilings",Tribeca,4.333333333333333,249.0
7985,Classy 2 Bedroom 10 mins from BARCLAYS CTR,Clinton Hill,3.5,125.0
7986,Quiet and Convenient 1BR in Flushing,Flushing,2.5,90.0
7987,Staycation in the heart of Williamsburg,Williamsburg,3.333333333333333,493.0
7988,Parlor Bedroom with bathroom.,Bedford-Stuyvesant,5.0,120.0
7989,GREEN YARD,Clifton,1.0,55.0
7990,410 Sterling Place Apt 2,Prospect Heights,4.0,215.0
7991,"Stunning Midtown East 1 Bed w/ Gym, Rooftop #6135",Murray Hill,,230.0
7992,Two beautiful bedrooms in our Brownstone,Mount Hope,1.0,82.0
7993,Spacious and Bright 2 bd Waterfront Williamsburg,Williamsburg,1.0,204.0
7994,"Classic NYC Brownstone:  Private,  Balcony",Harlem,4.0,160.0
7995,Incredible Upper East Side Studio Apartment,Upper East Side,4.5,600.0
7996,Beautiful *Quiet* Apt (+ 🌱 Courtyard!),Harlem,4.0,125.0
7997,Amazing furnished one bedroom apartment,Gravesend,4.5,130.0
7998,Bronx Modern Apartment 5 Min From Yankee Stadium,Morrisania,5.0,100.0
7999,Huge Studio apartment in Hell’s Kitchen!!!,Hells Kitchen,4.666666666666667,110.0
8000,Bronx Haven,East Morrisania,3.0,150.0
8001,"Charming 1 BR in Fort Greene, Brooklyn",Fort Greene,3.5,115.0
8002,20-2 Quality Cribs,Far Rockaway,4.0,175.0
8003,"Newly renovated, ENTIRE apt/ perfect LIC location!",Long Island City,2.0,148.0
8004,"Unique Large 1 Bedroom Apt, Private Entrance",Crown Heights,4.0,168.0
8005,⭐Oversized Real 3bd New Yorker Apt!,East Harlem,4.0,319.0
8006,Charming industrial apartment in trendy Buschwick,Bushwick,5.0,230.0
8007,Central Park Columbia 2 Bed 2 Full Bath Apartment,Harlem,5.0,130.0
8008,Stunning Astoria 3 Bedroom (10 min to Manhattan),Long Island City,,439.0
8009,Perfect 1-Bedroom Beach Escape,Arverne,3.0,221.0
8010,"Lofty, Scenic and Convenient Harlem Experience",Harlem,1.0,150.0
8011,"1Br Brooklyn Charm, 20 min to City , 15min to JFK",East New York,5.0,148.0
8012,Beautiful 1 Bedroom near train and beach,Sheepshead Bay,4.0,121.0
8013,"Beautiful, art-filled apartment in Greenpoint, BK",Greenpoint,5.0,160.0
8014,Spacious 1 bedroom apartment in uptown new york,Harlem,,130.0
8015,Private Penthouse in Midtown East,Midtown,3.5,395.0
8016,Spacious Artists Apartment,Park Slope,3.0,260.0
8017,*Designer* 2 Bedroom Loft~4 BEDS~Greenwich Village,West Village,5.0,579.0
8018,Bed-Stuy Brownstone....2 Bedroom,Bedford-Stuyvesant,4.5,120.0
8019,Peaceful oasis near Central Park,East Harlem,5.0,68.0
8020,Park Avenue Sophistication,Upper East Side,,230.0
8021,Gorgeous 2BD Apt in Bushwick 5 Min from L Train!,Ridgewood,3.5,315.0
8022,A Spacious Artsy Apartment!!,Bushwick,4.0,100.0
8023,"Room in 3BR/1.5BA Apt, 5 mins from 90 St station",Jackson Heights,5.0,71.0
8024,Exclusive AirBnB Private Apt.  20 min to Manhattan,Ditmars Steinway,1.0,226.0
8025,"Safe, cozy 1 BR APT near subway - 15 min to NYC",Long Island City,3.0,155.0
8026,83rd ST: Private and Quiet Haven Upper East APT,Upper East Side,3.0,400.0
8027,Home Away from Home in Brooklyn,East Flatbush,4.5,150.0
8028,HIDDEN GEM! CLOSE TO LGA AIRPORT,East Elmhurst,5.0,271.0
8029,Luxury Quiet 2BR /1.5 Bath in Times SQ,Theater District,3.0,341.0
8030,"Lovely, spacious and quiet place next to park",Prospect-Lefferts Gardens,,106.0
8031,Amazing and Gorgeous Apartment in Manhattan NYC,Washington Heights,5.0,150.0
8032,Charming 1 bedroom apt. 2 blocks from TIMES SQUARE,Hells Kitchen,1.0,175.0
8033,Spacious and Beautiful 1 Bedroom Apartment in LIC,Astoria,4.0,250.0
8034,Charming Greenwich Village Artist’s Haven,Greenwich Village,3.0,175.0
8035,☕ Home-y Apartment on Quiet Street w/ French Press,Williamsburg,4.0,170.0
8036,BK Shared 2 Floor Apt 25min Subway-->Manhattan LES,Bedford-Stuyvesant,4.0,250.0
8037,2.5 Bedroom Dumbo Apartment w/roof deck,DUMBO,4.0,210.0
8038,Studio 7 : Williamsburg,Williamsburg,,333.0
8039,Holiday Stay in Brooklyn Near Prospect Park,Prospect-Lefferts Gardens,1.0,80.0
8040,"Room w/ own toilet in 3BR apt, 5min > 90 St (7)",Jackson Heights,4.75,83.0
8041,Bright modern luxury 1 BD city sunset views,Williamsburg,,407.0
8042,Large families welcome here!,West Brighton,,169.0
8043,Private studio apartment 83st and 2av/Great stay,Upper East Side,,85.0
8044,The Library,Park Slope,,250.0
8045,3 BR 2 Bath Duplex w/ Shared Yard in Williamsburg,Williamsburg,4.5,650.0
8046,Che' Randall Tre   SoBro 10 Minutes to Manhattan!,Longwood,,60.0
8047,Sunny + Spacious apartment in Williamsburg,Williamsburg,4.0,140.0
8048,The Castle 2nd floor Private Apartmant,Flushing,,70.0
8049,"Beautiful, Clean, Rustic, Luxury Waterfront Lodge",Williamsburg,5.0,478.0
8050,POSH LOFT APARTMENT WITH 16 FOOT CEILINGS!,Bedford-Stuyvesant,,352.0
8051,"WITH PARKING,5 min from LGA Feel at home in NYC",East Elmhurst,5.0,164.0
8052,Luxurious NY Apt in Perfect Location,Upper West Side,5.0,1143.0
8053,The Garden Apartment - Private 2-bedroom in BKLYN,Bedford-Stuyvesant,,160.0
8054,Luxury accommodation in BK,Canarsie,,175.0
8055,1bd apartment 84st/2avenueGreat location/Manhattan,Upper East Side,,94.0
8056,602 - 2 bedroom unit in luxury amenity building,Upper East Side,,198.0
8057,Private APT w/ 1 King Bed 1 Lounge Room,Flatlands,4.0,269.0
8058,Petit 2 bedroom Apartment,Nolita,,495.0
8059,Perfectly Located Nolita 1BR Loft w/ Private Deck,Lower East Side,4.0,249.0
8060,Sleep  Haven,Laurelton,2.5,100.0
8061,1 Bedroom with Washer and Dyer in Unit,Upper East Side,,123.0
8062,East Village Nest,East Village,3.0,232.0
8063,2BR garden apt Brooklyn brownstone 20mn Manhattan,Bedford-Stuyvesant,3.333333333333333,260.0
8064,Spacious Modern Apt. PRIME Williamsburg Location,Williamsburg,4.0,110.0
8065,"Modern ,Comfortable 2 Bedroom Apartment in Bklyn .",East Flatbush,4.0,190.0
8066,Cozy 2 Bedroom Apartment in Carroll Gardens,Carroll Gardens,,200.0
8067,Beautiful soho 1 bedroom apartment,SoHo,3.0,365.0
8068,Odessa House (Cozy Rustic Comfort),Canarsie,4.0,151.0
8069,Modern UWS 3 bedroom flat with stunning views,Upper West Side,4.5,300.0
8070,Sunset Park's brand new luxury apartment,Sunset Park,,608.0
8071,JFK Area Home Away from Home,Jamaica,5.0,115.0
8072,DUMBO - 1 Bedroom Entire Apartment,Vinegar Hill,,160.0
8073,Private Apt. with Yard in Luxury Amenity Building.,Upper East Side,,249.0
8074,301 - 2 bedroom unit in luxury amenity building,Upper East Side,4.5,239.0
8075,333 - 1 BR unit in luxury amenity building,Upper East Side,3.0,199.0
8076,Sonder at One Platt | Spacious Two-Bedroom Apartment,Financial District,,747.0
8077,Nolita 1 Bedroom Apartment,NoHo,4.8,150.0
8078,Upper Westside Charming Newly Furnished Apartment,Upper West Side,5.0,100.0
8079,Spacious 1 Bedrm Apt w/ Washer/Drier/Balcony/Elev,East Village,1.0,200.0
8080,Private Room#2 in Beautiful Bay Ridge,Bay Ridge,,43.0
8081,"super clean, Sanitized and large private room # 1",Williamsburg,3.5,56.0
8082,Sonder at One Platt | Three-Bedroom Apartment,Financial District,5.0,754.0
8083,LUXURY Celebrity LOFT@Union Square-3Bedroom Duplex,Chelsea,,696.0
8084,Stylish and Cozy One Bedroom,Arrochar,,85.0
8085,"Brooklyn  Garden Apt, Strt Shot to City, 15min JFK",East New York,4.0,130.0
8086,"UES 1BR w/ Gym, Rooftop, Doorman, nr The MET",Upper East Side,4.0,373.0
8087,Spacious Newly Renovated 2 bedroom Apt,Canarsie,,94.0
8088,Your Washington Heights landing pad,Washington Heights,,150.0
8089,Duplex in Brooklyn,Bedford-Stuyvesant,,180.0
8090,Comfy One-Bedroom Penthouse Apartment in UES,Upper East Side,4.5,200.0
8091,Huge Luxury Basement studio apartment,East New York,3.5,189.0
8092,"Spectacular 3 Bed w/ W/D, Gym, Rooftop  #6137",Kips Bay,4.5,380.0
8093,Private! 2br/2ba&Patio In the heart of Chelsea NYC,Chelsea,2.0,428.0
8094,1 bedroom deluxe  In The Big NY City,Midtown,2.0,299.0
8095,PRIVATE BIG 2bed 2bath in luxury amenity building,Upper East Side,,299.0
8096,Sonder at One Platt | One-Bedroom Apartment w/ Den,Financial District,4.0,689.0
8097,The Rosedale Studio Retreat (Queens NY),Rosedale,,88.0
8098,PRIVATE 2 BEDROOM APARTMENT - PET FRIENDLY,Unionport,,157.0
8099,Stunning 1BR apartment in Dumbo (30 days min),Downtown Brooklyn,4.5,200.0
8100,"Private family friendly Brooklyn apt, Park Slope",Park Slope,,140.0
8101,★ HIP NYC STUDIO W/sleeping loft-central location★,Upper East Side,5.0,133.0
8102,Spacious 1 bedroom apt with garden access,Carroll Gardens,,187.0
8103,Beautiful & Massive 4 bdr with Bonus Perks!,East Village,,358.0
8104,"Very safe Queens Suite, M Train 25min to Manhattan",Ridgewood,,78.0
8105,Sun-Soaked Oasis in the Bed Stuy Sky,Bedford-Stuyvesant,3.25,99.0
8106,CENTRAL PARK APT - ALL MUSEUMS!!,Upper East Side,,220.0
8107,Spacious Sugar Hill Apt • 5 mins to Yankee Stadium,Washington Heights,,286.0
8108,Lovely and Sunny Apt in the Heart of Williamsburg,Williamsburg,5.0,280.0
8109,Perfectly Charming West Village Apartment,Greenwich Village,4.0,83.0
8110,Hudson Yards Lux Two Bedroom R3,Hells Kitchen,5.0,230.0
8111,Cute Full Apt in Wahi!! One Block from 1/A trains!,Washington Heights,,199.0
8112,New Two Bedroom Midtown West B,Hells Kitchen,5.0,240.0
8113,Parlor Newly Renovated Duplex with Backyard Access,Crown Heights,4.0,300.0
8114,Spacious/New 2BR Apt in Boerum Hill,Boerum Hill,5.0,350.0
8115,Sunny & Clean 1 bedroom apartment for 1 guest,Bushwick,,201.0
8116,A Modern  Rustic Retreat in the heart of BedStuy,Bedford-Stuyvesant,2.0,166.0
8117,"Midtown W. 1BR w/ Gym, Pools, W/D, Doorman",Hells Kitchen,4.25,461.0
8118,"Clean, spacious 2 bed/2bath apartment in Bushwick",Bushwick,3.5,220.0
8119,"2 Bed/1.5 Bath Brooklyn Perfect Apt, Private Roof",Bedford-Stuyvesant,,260.0
8120,DUPLEX in Midtown 6 bedrooms!! Near Central Park!!,Hells Kitchen,5.0,1225.0
8121,Bright and Quiet Apartment in the Heart of Chelsea,Chelsea,,220.0
8122,"Beautiful, gut renovated 1br in SOHO.",Nolita,,169.0
8123,Spacious 1BR/1BA in Luxury High Rise,Gramercy,3.25,250.0
8124,Vanderbilt Property I,Fort Greene,3.5,185.0
8125,1899 Historic Luxury Brooklyn Brownstone (Vintage),Bedford-Stuyvesant,,186.0
8126,Bright & Modern 1BD Prime Williamsburg!!,Williamsburg,,130.0
8127,Gayla's Historic Garden Apartment and Home Theater,Bedford-Stuyvesant,,300.0
8128,Brand new construction nobody lived before 750sq,Princes Bay,,118.0
8129,3BR/1BA Cozy Beautiful Brooklyn Apartment,Bushwick,,171.0
8130,"Stylish 1BR garden level apt, Park Slope Brooklyn",South Slope,1.0,334.0
8131,Beautiful 1 bd/1 ba Murray Hill Apartment!,Murray Hill,,150.0
8132,YOUR COZY BUDGET FRIENDLY HOME AWAY IN NYC,Harlem,,110.0
8133,"Bright 1 Bedroom apt. in Ridgewood, Queens",Ridgewood,3.6666666666666665,165.0
8134,18-1 Comfortable Quality Cribs,Far Rockaway,2.0,156.0
8135,"2BR in a ""1920"" Authentic Midtown Manhattan Apt",Hells Kitchen,5.0,120.0
8136,Blue Hour - Bright and Spacious Bedstuy Apartment,Bedford-Stuyvesant,3.0,200.0
8137,POSH RENOVATED APARTMENT WITH HIGH CEILINGS!,Bedford-Stuyvesant,5.0,211.0
8138,3 bed 3 bath Upper East Side NYC luxury apartment,Upper East Side,3.5,999.0
8139,Charming 1 Br Apartment Smoke/Drug Free,Morris Park,,65.0
8140,Exclusive Park Avenue Apartment,Upper East Side,5.0,190.0
8141,Brooklyn Cream Puff,Prospect-Lefferts Gardens,,299.0
8142,Bay ridge Shore Road cozy basement apartment,Fort Hamilton,,120.0
8143,Home away from home,Laurelton,4.0,125.0
8144,Beach view house in NYC,Arverne,5.0,130.0
8145,Clean Williamsburg Apartment with WFH Space,Williamsburg,4.0,200.0
8146,Cozydelightful  UBS ARENA STADIUM NEAR JFK,St. Albans,4.0,145.0
8147,Beautiful 1 Bedroom Apartment in the West Village,West Village,5.0,250.0
8148,"Extra clean, Beautiful, & Naturally lit 💎 in BK",Flatbush,1.0,219.0
8149,Sunny and Stylish West Village Flat,West Village,3.5,506.0
8150,"Bright, Long-term Pet-Friendly Haven in Park Slope",South Slope,2.0,250.0
8151,18-2 flr Duplex Comfortable Quality Cribs,Far Rockaway,,413.0
8152,"1 bedroom, sunlit apartment with 2 cats!",Sunset Park,5.0,148.0
8153,"Fantastic Brooklyn 2BR/2BA , next to beach, trains",Brighton Beach,4.0,120.0
8154,"New high-end furniture, Center of the World",Kips Bay,,75.0
8155,Lovely apt. in UES near Central Park and museums,Upper East Side,4.333333333333333,165.0
8156,"Private Master Bedroom, Bath & Patio in Townhouse",East Village,1.0,499.0
8157,Exquisite 4 Bedroom 2.5 Bath with As Home Appeal,Crown Heights,4.5,257.0
8158,"UES 2BR w/ Gym, Doorman, nr Central Park",Upper East Side,5.0,590.0
8159,Ur jacuzzi spot   UBS ARENA STADIUM NEAR JFK,St. Albans,4.0,134.0
8160,Stylish Cobble Hill Garden Apartment,Cobble Hill,,245.0
8161,Luminous Penthouse with views in the East Village,East Village,,479.0
8162,"Bedroom + Backyard in Bed-Stuy, Brooklyn Townhome",Bedford-Stuyvesant,,80.0
8163,Plant galore,Lower East Side,5.0,245.0
8164,Beautiful apartment in the heart of Manhattan,Hells Kitchen,4.0,500.0
8165,cuarto con baño compartido,Flushing,,10.0
8166,Cozy 1 bedroom apt close to busses and the train 6,East Harlem,,195.0
8167,Luxury Oasis on the Most Beautiful Block in NYC,Fort Greene,4.0,227.0
8168,One bedroom Brooklyn crown heights,Crown Heights,,150.0
8169,Beautiful Brooklyn Townhouse w/ Patio & Fios,Crown Heights,4.666666666666667,275.0
8170,Beautiful spacious one bedroom  basement apt,Bushwick,,85.0
8171,2 bedroom in Bedstuy,Bedford-Stuyvesant,5.0,175.0
8172,Modern one bedroom apartment,Jamaica,4.0,85.0
8173,Cozy 1 Bedroom Apartment in the heart of Astoria,Astoria,3.0,99.0
8174,Extra-Lux Executive Penthouse With Private Rooftop,Lower East Side,,1250.0
8175,3 Bedroom 3 floors Designer Dream with Deck Patio,Bedford-Stuyvesant,4.0,513.0
8176,"Quiet, Large 1BR Apartment in LES/Chinatown",Two Bridges,1.5,70.0
8177,Hidden Gem of a Bronx Tale ~ Real Little Italy NYC,Belmont,,157.0
8178,Best of South Brooklyn,Sheepshead Bay,4.333333333333333,54.0
8179,"Large soho apt, offering discount NY week !",SoHo,,235.0
8180,Private Studio in New York artistic best Bushwick,Bushwick,2.0,140.0
8181,Our Beautiful Loft in the Heart of Williamsburg,Williamsburg,,350.0
8182,"Cozy&quiet 2bdr apt, 20 minutes on F train to city",Windsor Terrace,5.0,169.0
8183,Beautiful Apartment in the CENTER of Manhattan,Theater District,,139.0
8184,Stunning Townhouse on a private  garden,Gowanus,3.0,880.0
8185,Green flat w/ patio in New York artistic Bushwick,Bushwick,2.0,180.0
8186,One Bedroom in the Heart of Chelsea!,Chelsea,4.0,399.0
